movie_id,title,release_date,genre_ids,popularity,vote_avg,vote_count,genre_id,genre
468815,"Train Set",2018-04-13,0,1.199,0,0,0,
468817,Transition,2018-04-10,18,2.654,9,1,18,Drama
469062,"Scotty and the Secret History of Hollywood",2018-07-27,99,3.111,6.7,13,99,Documentary
469071,"Love Means Zero",2017-09-16,99,0.606,6,2,99,Documentary
469095,"The Crescent",2018-09-03,27,1.778,6.3,16,27,Horror
469321,"Dark Was the Night",2018-11-30,18,6.288,6.2,9,18,Drama
469715,"Snake Outta Compton",2018-04-23,35,6.943,3.8,12,35,Comedy
469721,"The Cured",2018-02-23,18,7.089,5.5,139,18,Drama
469916,Downrange,2018-03-01,27,7.564,5.6,138,27,Horror
470044,"The Hate U Give",2018-10-19,80,19.107,8.3,850,80,Crime
470229,"Summer of 84",2018-08-10,18,11.851,6.8,461,18,Drama
470333,"Hearts Beat Loud",2018-06-08,35,9.815,7.4,109,35,Comedy
470398,Muse,2018-09-09,18,1.118,5.7,5,18,Drama
470401,"Abducted in Plain Sight",2017-05-26,99,7.907,6.3,158,99,Documentary
470511,"Mountain Rest",2018-05-12,18,1.77,6,1,18,Drama
470604,"The Natives: This Is Our America",2018-02-21,0,0.6,0,0,0,
470614,"Tales from the Hood 2",2018-07-13,27,6.259,3.9,18,27,Horror
470641,Mukkabaaz,2018-01-12,18,1.908,7.5,20,18,Drama
470819,Jane,2017-10-05,99,6.047,7.8,46,99,Documentary
470821,"Vampire Clay",2018-04-20,27,2.171,6.7,10,27,Horror
470831,"Grace Jones: Bloodlight and Bami",2018-04-13,10402,2.289,5.9,12,10402,Music
470834,"Mary Goes Round",2018-02-01,18,2.192,6.4,5,18,Drama
470878,"I Can Only Imagine",2018-03-16,35,13.506,7.5,188,35,Comedy
470893,"Spare Room",2018-12-02,0,9.139,0,0,0,
470894,"At First Light",2018-03-10,878,9.387,6,51,878,"Science Fiction"
470918,Beast,2018-05-11,80,9.049,6.8,104,80,Crime
471254,"Anote's Ark",2018-01-19,99,1.217,0,0,99,Documentary
471287,"The Cotton Wool War",2018-09-22,18,0.627,0,0,18,Drama
471288,"Dreams I Never Had",2018-04-01,18,3.031,9,1,18,Drama
471310,"The White Orchid",2018-02-01,18,6.785,5.7,14,18,Drama
471429,"Blue Iguana",2018-08-24,28,7.839,6.4,36,28,Action
471474,"Batman: Gotham by Gaslight",2018-01-12,28,12.635,6.5,312,28,Action
471507,Destroyer,2018-12-25,28,13.175,6,290,28,Action
471515,"Adventures in Public School",2018-02-07,35,6.558,6,25,35,Comedy
471856,Non-Fiction,2018-09-01,35,9.127,5.5,83,35,Comedy
471860,"Public Disturbance",2018-08-28,35,3.818,6.2,8,35,Comedy
471939,"Stopping Traffic: The Movement to End Sex Trafficking",2017-09-29,80,2.146,6,3,80,Crime
471968,"The Last Warrior",2018-09-30,28,5.891,6.8,60,28,Action
472226,"Blood Fest",2018-03-09,35,8.368,5.4,79,35,Comedy
472299,"Cool Cat Kids Superhero",2018-09-16,35,2.637,0,0,35,Comedy
472338,"Victor Crowley",2017-08-22,35,5.825,5.8,58,35,Comedy
472404,Cardinals,2018-04-09,53,3.594,6.5,12,53,Thriller
472451,"Boy Erased",2018-11-02,18,13.485,7.2,602,18,Drama
472553,Zoo,2018-06-08,10752,6.52,6.3,23,10752,War
472608,"The Final Year",2018-01-19,99,2.037,7.4,21,99,Documentary
472640,"Under the Tree",2018-07-06,18,4.386,7.2,49,18,Drama
472649,"Sarah Plays a Werewolf",2018-02-25,18,0.6,5.7,4,18,Drama
472685,"Fighting the Sky",2018-08-11,878,2.231,3.8,4,878,"Science Fiction"
472734,Dumplin',2018-12-07,35,10.388,7,800,35,Comedy
472744,"The Gateway",2017-09-23,878,6.726,5.6,42,878,"Science Fiction"
472805,"Outside In",2018-03-30,18,5.541,6.6,27,18,Drama
472896,"Summer Lake Massacre",2018-02-02,27,1.461,0,0,27,Horror
473015,"Kissing Candice",2018-04-11,18,0.868,6.3,4,18,Drama
473149,Traffik,2018-04-20,53,13.118,5.8,191,53,Thriller
473262,"Nico, 1988",2018-07-04,18,4.47,7.2,43,18,Drama
473266,"We Forgot to Break Up",2017-10-20,18,0.6,0,0,18,Drama
473329,"Suleiman Mountain",2018-01-07,18,0.641,6,1,18,Drama
473352,"Sergio and Sergei",2018-03-10,18,2.075,5.6,14,18,Drama
473353,"Corpse Prison: Part 1",2018-10-02,18,1.483,5,1,18,Drama
473399,"Arthur Miller: Writer",2017-12-08,99,2.299,7.6,8,99,Documentary
473470,Martyr,2018-12-01,18,1.065,5.8,5,18,Drama
473706,"Pin Cushion",2018-07-20,18,4.79,6.9,24,18,Drama
473902,"The Amityville Murders",2018-10-09,27,7.138,5.4,23,27,Horror
473920,"S.M.A.R.T. Chase",2018-08-31,28,7.134,5.2,49,28,Action
474002,"Bernard and Huey",2018-01-23,18,2.379,7,2,18,Drama
474051,Calibre,2018-06-29,27,10.772,6.5,257,27,Horror
474062,"The End of Meat",2018-09-04,99,1.236,8.1,7,99,Documentary
474104,"Demon House",2018-03-16,99,7.422,5.3,57,99,Documentary
474333,"Ray Meets Helen",2018-05-04,18,0.6,4,2,18,Drama
474335,"Uncle Drew",2018-06-29,35,8.209,6.5,249,35,Comedy
474354,"22 July",2018-10-10,80,10.362,7.3,542,80,Crime
474392,Samson,2018-02-16,28,14.131,5.3,83,28,Action
474395,"Teen Titans Go! To the Movies",2018-07-27,28,12.921,7,397,28,Action
474444,"The Wild Boys",2018-08-24,12,4.776,6.7,62,12,Adventure
474464,"The Judge",2018-04-13,99,0.737,7.5,2,99,Documentary
474487,"Chasing the Blues",2018-10-05,35,0.6,0,0,35,Comedy
474560,Sebastian,2018-02-06,18,1.021,7,2,18,Drama
474655,"Zero Weeks",2018-11-02,99,0.6,0,0,99,Documentary
474753,"The China Hustle",2018-03-30,99,3.783,7.8,33,99,Documentary
474883,"A Swingers Weekend",2018-04-18,35,4.47,2.7,4,35,Comedy
475053,"We Summoned A Demon",2017-10-14,35,0.6,6,1,35,Comedy
475094,"The Captain",2018-07-27,10752,6.817,7.1,150,10752,War
475132,"A Private War",2018-11-16,18,11.462,6.8,186,18,Drama
475210,"How It Ends",2018-07-13,28,13.852,5.1,1065,28,Action
475215,Mirai,2018-11-30,16,8.792,7.3,234,16,Animation
476046,Birthmarked,2018-03-30,35,5.648,6,37,35,Comedy
476131,"Bonehill Road",2018-10-19,27,1.506,4.3,4,27,Horror
476280,Nuuca,2018-07-02,99,0.6,0,0,99,Documentary
476292,"Maquia: When the Promised Flower Blooms",2018-07-20,16,12.655,7.3,107,16,Animation
476299,Ghostland,2018-06-22,27,13.227,7.2,941,27,Horror
476335,"Shock and Awe",2018-07-13,18,6.4,6.6,43,18,Drama
476344,"The Chaperone",2019-03-29,18,4.687,5,6,18,Drama
476476,"Carte Blanche",2018-05-01,0,1.789,0,0,0,
476634,"Bees Make Honey",2018-01-01,35,1.95,6.3,3,35,Comedy
476678,"Backstabbing for Beginners",2018-04-27,18,13.748,6.3,99,18,Drama
476764,"The Front Runner",2018-11-06,18,10.951,6,162,18,Drama
476900,"Tom and Grant",2018-07-21,35,2.998,6,3,35,Comedy
476926,"The Titan",2018-03-30,878,13.131,5.4,724,878,"Science Fiction"
476929,"The Witch Files",2018-09-10,27,5.459,6.1,17,27,Horror
476968,"Paul, Apostle of Christ",2018-03-28,36,12.373,7,104,36,History
477283,"The Shonku Diaries:  A Unicorn Adventure",2018-07-19,12,3.188,0,0,12,Adventure
477510,"Dog Days",2018-08-24,35,11.534,6.8,122,35,Comedy
477576,DeadThirsty,2018-04-10,0,0.732,2,1,0,
477577,3,2018-08-07,27,2.251,6,3,27,Horror
477654,Museo,2018-09-14,80,3.94,6.7,42,80,Crime
477887,"The White Crow",2019-04-26,18,8.28,6.4,68,18,Drama
477920,"The Devil's Well",2018-01-23,27,2.397,2.5,2,27,Horror
478100,"The Most Assassinated Woman in the World",2018-09-07,9648,5.963,5.5,32,9648,Mystery
478308,"A Bluebird in My Heart",2018-03-10,53,5.3,7.4,11,53,Thriller
478426,"Westwood: Punk, Icon, Activist",2018-01-20,99,2.331,5.9,8,99,Documentary
478427,"Postcards from London",2018-11-09,18,1.891,5.8,10,18,Drama
478528,"Beyond The Sky",2018-09-21,27,5.27,5.1,27,27,Horror
478762,Joel,2018-06-15,80,0.74,7,2,80,Crime
478829,"Once Upon a Winter's Date",2018-01-01,10749,2.748,5.6,5,10749,Romance
478883,"Laura Gets a Cat",2018-06-13,35,0.6,10,1,35,Comedy
479040,"Acts of Violence",2018-01-12,28,10.086,6,201,28,Action
479093,Defective,2018-02-13,28,2.72,5.6,10,28,Action
479315,"Hot Air",2018-04-10,18,5.567,4.8,6,18,Drama
479316,Summertime,2018-04-27,18,2.611,0,0,18,Drama
479517,"Thrasher Road",2018-06-01,18,1.491,0,0,18,Drama
479540,"Atomic Homefront",2017-11-17,99,0.807,6.8,4,99,Documentary
479574,Elliot,2017-10-05,14,0.6,0,0,14,Fantasy
479813,"The Elephant and the Butterfly",2018-04-26,18,2,7,5,18,Drama
479858,"Can You Dig It?",2018-10-01,0,1.4,0,0,0,
479892,"XTC: This Is Pop",2018-01-11,99,1.586,9,2,99,Documentary
480007,"The 3rd Eye",2018-09-28,27,4.592,5.2,40,27,Horror
480206,"The Hunger",2018-04-17,18,0.735,7,3,18,Drama
480394,"They Remain",2018-01-28,18,4.99,5.2,12,18,Drama
480465,Wunderland,2018-02-19,10752,5.655,4.6,14,10752,War
480530,"Creed II",2018-11-21,18,22.644,6.8,2619,18,Drama
480570,Unmarked,2018-03-15,18,2.866,2,1,18,Drama
480635,"Frazier Park Recut",2017-04-28,35,0.6,7.5,2,35,Comedy
480675,"Anatomy of a Male Ballet Dancer",2017-02-03,99,0.6,0,0,99,Documentary
480713,"The Orange Years",2018-11-15,99,0.6,0,0,99,Documentary
480733,"Butterfly Kisses",2018-10-23,99,2.546,5.9,6,99,Documentary
480823,Dirt,2018-03-07,18,4.198,6.3,26,18,Drama
480853,Nancy,2018-06-08,9648,6.68,5.8,28,9648,Mystery
481203,"All the Devil's Men",2018-12-07,28,7.27,5.2,45,28,Action
481360,"Deviant Behavior",2018-05-04,0,0.698,0,0,0,
481370,Bigger,2018-10-13,18,3.469,6,13,18,Drama
481375,Malevolent,2018-10-05,27,9.98,5,288,27,Horror
481432,"Happy as Lazzaro",2018-11-30,18,6.568,7.4,222,18,Drama
481533,"When Jeff Tried to Save the World",2018-04-16,35,3.183,5.5,8,35,Comedy
481808,"Charlie and Hannah's Grand Night Out",2018-01-20,35,0.642,6,1,35,Comedy
481849,"Living Among Us",2018-02-02,14,4.969,9.5,1,14,Fantasy
481880,"Trial by Fire",2019-05-17,18,9.198,6.3,22,18,Drama
481954,"The Revenge of Robert",2018-03-06,27,4.386,4.7,6,27,Horror
481955,"Dieter Not Unhappy",2018-06-20,35,0.643,10,1,35,Comedy
482088,"Better Start Running",2018-04-28,35,4.179,5.8,11,35,Comedy
482150,"Liz and the Blue Bird",2018-11-09,16,5.467,7.8,18,16,Animation
482188,Pick-Ups,2018-04-04,0,1.586,0,0,0,
482375,"The Harrowing",2017-08-03,53,2.178,5.8,4,53,Thriller
482650,"Cold November",2018-03-23,18,3.674,6.9,7,18,Drama
482712,"The Apparition",2018-09-07,18,7.308,6.3,73,18,Drama
482725,"The Lover in the Attic",2018-10-21,10770,2.935,0,0,10770,"TV Movie"
482974,"House Shark",2018-02-17,27,0.881,3.3,6,27,Horror
483119,"When I Get Home, My Wife Always Pretends to be Dead",2018-10-01,35,3.062,7.3,7,35,Comedy
483180,"Signed, Sealed, Delivered: The Road Less Traveled",2018-02-11,10770,4.994,5.6,7,10770,"TV Movie"
483315,Armed,2018-09-14,28,4.744,4.3,9,28,Action
483347,"Little Women",2018-09-28,18,3.139,7,13,18,Drama
483351,"The Unicorn",2019-02-01,35,4.213,5.5,4,35,Comedy
483435,"All About Nina",2018-09-28,35,6.22,6.8,19,35,Comedy
483455,"Bungo Stray Dogs: Dead Apple",2018-05-02,16,5.284,7.9,21,16,Animation
483855,"Papers, Please: The Short Film",2018-02-24,18,2.768,7.6,15,18,Drama
483876,"Dead Man's Line",2018-02-08,99,0.6,0,0,99,Documentary
483980,Z-O-M-B-I-E-S,2018-02-16,35,12.309,7.2,182,35,Comedy
484156,Tryouts,2018-02-09,18,1.233,7,1,18,Drama
484203,"Up the Duff",2018-01-05,35,0.6,10,2,35,Comedy
484247,"A Simple Favor",2018-09-14,35,15.613,6.6,2218,35,Comedy
484355,"Here and Now",2018-11-09,18,7.55,4.9,22,18,Drama
484368,"The Valley",2018-06-08,18,1.125,0,0,18,Drama
484428,"Becoming Astrid",2018-11-23,18,4.125,7.5,45,18,Drama
484545,"The Dirt Mounds at Blue Slide Park",2018-04-13,0,0.6,0,0,0,
484567,"Cheer Up Baby",2017-09-30,18,1.4,0,0,18,Drama
484684,"Thy Neighbor",2018-05-04,53,1.503,0,0,53,Thriller
484829,"Swan Lake",2018-06-12,10402,1.069,0,0,10402,Music
484862,"Scooby-Doo! & Batman: The Brave and the Bold",2018-01-09,28,10.003,6.5,53,28,Action
485296,Redbad,2018-09-14,12,7.209,5.7,38,12,Adventure
485336,"Urban Country",2018-04-12,35,3.762,7.5,6,35,Comedy
485337,"Gangster Land",2017-12-01,28,4.884,5.2,27,28,Action
485415,"Day of the Dead: Bloodline",2018-01-05,28,11.356,4.1,272,28,Action
485548,"Parallel Love: The Story of a Band Called Luxury",2018-04-01,99,0.952,0,0,99,Documentary
485774,"The Open House",2018-01-19,27,11.899,3.7,901,27,Horror
485918,"The Godfathers of Hardcore",2018-12-12,99,2.313,8,2,99,Documentary
485942,"Batman Ninja",2018-04-24,28,12.171,5.7,490,28,Action
485975,_EXHIBIT_84xxx_,2018-05-01,18,0.649,0,1,18,Drama
486024,"Pizza Face",2018-05-10,0,0.6,0,0,0,
486072,"Leo Da Vinci: Mission Mona Lisa",2018-04-13,12,4.098,5.4,33,12,Adventure
486269,"Under the Eiffel Tower",2019-02-08,35,3.026,4.7,7,35,Comedy
486329,"Crazy Famous",2017-03-17,28,2.953,5.3,9,28,Action
486472,"New Money",2018-04-27,80,0.909,0,0,80,Crime
486603,"Susanne and the Man",2018-11-18,35,1.256,0,0,35,Comedy
486606,Warfighter,2018-06-06,28,5.447,6.2,5,28,Action
486636,Frolic,2018-08-31,99,0.6,0,0,99,Documentary
486753,"Not Cinderella's Type",2018-02-20,10749,6.157,6.8,37,10749,Romance
486869,"Word is Bond",2017-11-10,99,2.392,6,1,99,Documentary
486947,"The Guilty",2018-10-19,80,13.448,7.3,570,80,Crime
486958,"Shot in the Dark",2018-01-26,99,0.6,0,0,99,Documentary
486995,"Home Away from Home",2018-03-01,18,1.487,0,0,18,Drama
487043,"What Haunts Us",2017-11-13,99,0.6,0,0,99,Documentary
487088,"Devious Nanny",2018-03-02,53,5.257,7.6,7,53,Thriller
487242,"Suicide Squad: Hell to Pay",2018-03-27,28,11.514,6.8,174,28,Action
487283,"A Wish for Giants",2018-02-17,12,3.343,9.3,6,12,Adventure
487441,"Looking For Lennon",2018-01-01,99,2.608,5.5,2,99,Documentary
487509,F.R.E.D.I.,2018-05-03,12,3.606,6.2,11,12,Adventure
487546,"Up to Snuff",2018-01-01,99,1.197,0,0,99,Documentary
487558,BlacKkKlansman,2018-07-30,80,19.782,7.6,3834,80,Crime
487620,"Kill Order",2018-02-06,878,3.856,5.2,20,878,"Science Fiction"
487625,Marguerite,2018-06-09,18,3.796,7.3,30,18,Drama
487670,"The Death of Superman",2018-07-03,28,12.569,7.3,300,28,Action
487784,"Jeff Lynne's ELO: Wembley or Bust",2018-07-27,10402,2.313,9,1,10402,Music
487850,"Asako I & II",2018-10-06,18,4.971,7,36,18,Drama
487939,"Just Past Noon on a Tuesday",2018-06-22,18,2.903,6.7,3,18,Drama
488036,"Alien Intrusion: Unmasking a Deception",2018-01-11,99,1.818,3,1,99,Documentary
488110,Transmutation,2018-01-01,99,0.6,0,0,99,Documentary
488143,"Laboratory Conditions",2018-10-13,27,1.394,0,1,27,Horror
488433,Maude,2018-01-19,35,2.024,8,1,35,Comedy
488548,"The Rainbow Experiment",2018-01-20,18,2.345,6,1,18,Drama
488623,Forgotten,2018-02-21,18,7.579,7.8,198,18,Drama
488637,"Game Changers",2018-06-29,99,2.291,7.8,4,99,Documentary
488722,"Mother Krampus 2: Slay Ride",2018-01-24,27,1.196,0,1,27,Horror
488740,"Of Fathers and Sons",2018-11-16,99,1.835,6.8,21,99,Documentary
488756,"A Woman Captured",2018-01-19,99,0.6,6.8,5,99,Documentary
488829,Brutal,2018-12-11,27,1.329,6.6,4,27,Horror
489327,"Stella's Last Weekend",2018-10-12,35,4.496,7.4,11,35,Comedy
489354,"The Trader",2018-01-19,99,1.4,7.1,20,99,Documentary
489430,Terrified,2018-09-21,27,6.336,6.4,152,27,Horror
489471,"The Dawn Wall",2018-03-11,12,5.804,8.3,104,12,Adventure
489488,"Crying on Command",2018-01-14,99,0.6,0,1,99,Documentary
489594,Goddess,2018-01-01,0,0.6,0,0,0,
489749,"Trump: The Art of the Insult",2018-01-23,99,1.309,3.5,2,99,Documentary
489805,Easter,2018-12-21,10752,1.474,0,0,10752,War
489808,Maverick,2018-10-12,0,0.6,0,0,0,
489925,"Eighth Grade",2018-07-13,35,11.78,7.4,654,35,Comedy
489927,"The Kindergarten Teacher",2018-01-18,18,12.265,6.7,132,18,Drama
489928,Blaze,2018-09-07,18,6.977,7.1,19,18,Drama
489929,"Destination Wedding",2018-08-24,10749,13.913,5.6,268,10749,Romance
489930,Blindspotting,2018-07-20,35,10.051,7.5,284,35,Comedy
489931,"American Animals",2018-06-01,80,12.539,6.9,411,80,Crime
489932,"All Rise",2019-11-22,18,6.466,7,1,18,Drama
489934,"Monsters and Men",2018-09-28,18,7.302,6,20,18,Drama
489939,"Daphne & Velma",2018-04-29,28,8.228,5,64,28,Action
489982,"And Breathe Normally",2018-01-22,18,4.578,7.3,40,18,Drama
489983,"Crime + Punishment",2018-01-19,99,2.417,5,1,99,Documentary
489984,"The Devil We Know",2018-01-21,99,5.52,7.8,5,99,Documentary
489985,"Minding the Gap",2018-01-21,99,9.035,7.9,61,99,Documentary
489987,"The Price of Everything",2018-01-19,99,3.062,7.8,12,99,Documentary
489988,"Three Identical Strangers",2018-06-29,99,10.405,7.5,232,99,Documentary
489990,Pity,2018-01-19,18,1.779,6.6,18,18,Drama
489991,Rust,2018-01-20,18,3.801,6.9,23,18,Drama
489992,"Our New President",2018-01-18,99,3.847,6.3,3,99,Documentary
489994,Shirkers,2018-01-21,99,7.286,7.6,46,99,Documentary
489995,"306 Hollywood",2018-01-18,99,2.191,6.5,2,99,Documentary
489996,"Clara's Ghost",2018-12-06,35,5.74,7,4,35,Comedy
489998,"Night Comes On",2018-08-03,18,4.893,6.8,11,18,Drama
489999,Searching,2018-08-24,18,15.803,7.6,1850,18,Drama
490000,"We the Animals",2018-01-20,18,6.709,6.8,51,18,Drama
490001,Believer,2018-01-20,99,5.901,7.2,11,99,Documentary
490002,"Quiet Heroes",2018-01-21,99,0.6,7,1,99,Documentary
490003,"Won't You Be My Neighbor?",2018-06-08,99,13.847,8.3,238,99,Documentary
490004,Arizona,2018-08-24,35,11.53,5.5,85,35,Comedy
490005,"Never Goin' Back",2018-08-03,35,5.946,6.5,34,35,Comedy
490008,"White Rabbit",2018-01-18,35,2.162,7,3,35,Comedy
490017,"Your Move",2018-06-05,28,3.58,5.1,12,28,Action
490033,Holiday,2019-02-22,18,3.54,5.4,38,18,Drama
490039,Loveling,2018-01-18,18,4.562,8.1,32,18,Drama
490071,"Half the Picture",2018-06-08,99,3.409,5,4,99,Documentary
490082,"Jane Fonda in Five Acts",2018-01-21,99,5.001,7.9,20,99,Documentary
490132,"Green Book",2018-11-16,35,23.574,8.3,4820,35,Comedy
490168,"The Pinch",2018-08-16,28,2.913,9,1,28,Action
490405,"The Saint Bernard Syndicate",2018-04-20,35,1.05,6,2,35,Comedy
490447,Savage,2019-04-10,18,3.651,3.6,20,18,Drama
490488,#Roxy,2018-04-13,35,3.968,4,3,35,Comedy
490649,"Anchors Up",2018-03-31,16,1.007,5.7,3,16,Animation
490722,"For a Handful of Chanterelles",2018-03-16,0,0.6,0,0,0,
490758,"Bisbee '17",2018-09-05,99,5.682,8,7,99,Documentary
490778,Parchi,2018-01-12,28,1.96,10,1,28,Action
490780,"Dark Money",2018-01-22,99,4.65,7.5,8,99,Documentary
490785,"Hale County This Morning, This Evening",2018-01-19,99,5.5,6.3,24,99,Documentary
490788,"Inventing Tomorrow",2018-01-20,99,3.411,7,3,99,Documentary
490792,"The Price of Free",2018-01-19,99,1.78,7,1,99,Documentary
490794,"Kusama : Infinity",2018-09-07,99,2.926,7.9,10,99,Documentary
490795,"The Last Race",2018-01-22,99,2.308,5,1,99,Documentary
490816,"On Her Shoulders",2018-01-20,99,2.838,5.4,4,99,Documentary
490818,"Seeing Allred",2018-01-21,99,4.555,7.3,14,99,Documentary
490854,"How the Moon Fell from the Sky and No One Even Noticed",2018-03-24,18,1.768,7,1,18,Drama
491052,"The Gospel According to André",2018-04-27,99,1.621,7.9,4,99,Documentary
491080,"Over the Limit",2018-10-05,99,0.636,8,8,99,Documentary
491094,"The Portrait",2018-01-12,18,0.6,7,2,18,Drama
491132,"Before Someone Gets Hurt",2018-07-01,27,5.242,7.5,14,27,Horror
491303,Butterflies,2018-01-22,18,3.046,7.3,30,18,Drama
491305,"Dead Pigs",2018-01-19,35,2.34,8,2,35,Comedy
491311,"The Queen of Fear",2018-01-21,18,1.96,8,2,18,Drama
491317,"A Translator",2018-01-19,18,3.424,8.4,5,18,Drama
491408,"Frozen in Love",2018-01-13,10770,4.167,6.5,16,10770,"TV Movie"
491411,"One Winter Weekend",2018-01-20,10749,4.461,6.2,18,10749,Romance
491418,"Instant Family",2018-11-16,35,17.384,7.5,1105,35,Comedy
491472,"At Eternity's Gate",2018-11-16,18,15.421,6.9,674,18,Drama
491474,"Skate Kitchen",2018-08-10,18,6.079,6.8,45,18,Drama
491584,Burning,2018-11-09,18,17.768,7.4,485,18,Drama
491592,"Time Trial",2018-03-10,99,1.056,7.3,4,99,Documentary
491633,"Marvel Rising: Secret Warriors",2018-09-30,16,6.763,6.2,23,16,Animation
491696,"Brian and Charles",2018-03-10,878,0.6,0,0,878,"Science Fiction"
491766,"Perfect Bid: The Contestant Who Knew Too Much",2017-10-13,99,5.715,6.6,36,99,Documentary
491846,"Notes from the Field",2018-02-24,18,3.023,8.3,3,18,Drama
491937,Goldbuster,2018-01-05,18,1.4,5,2,18,Drama
491938,"Poop Talk",2018-02-16,99,1.408,0,0,99,Documentary
492184,"Ladies First",2017-07-07,99,1.044,7.9,11,99,Documentary
492257,"A Tale of Two Coreys",2018-01-06,18,3.433,6,4,18,Drama
492258,"Cocaine Godmother",2018-01-20,18,5.81,6.7,36,18,Drama
492259,"Faith Under Fire: The Antoinette Tuff Story",2018-01-27,18,2.5,8,2,18,Drama
492336,"Deep Blue Sea 2",2018-04-17,28,15.622,4.5,218,28,Action
492344,"Daughter of Mine",2018-04-20,18,2.922,6.3,27,18,Drama
492382,"Home Shopper",2018-01-19,18,2.111,9,2,18,Drama
492452,"Ben Is Back",2018-12-07,18,11.353,6.7,406,18,Drama
492621,"The Midnight Man",2018-01-19,27,8.056,5.1,189,27,Horror
492638,"The Sentence",2018-01-20,99,3.946,7.1,8,99,Documentary
492677,"My Dead Dad's Porno Tapes",2018-01-18,99,2.372,6.8,8,99,Documentary
492684,"Honor Up",2018-02-16,28,4.347,5,8,28,Action
492783,"The Commodore Story",2018-02-23,99,3.787,6.7,6,99,Documentary
492837,"Making Filmmakers",2018-04-07,99,0.6,0,1,99,Documentary
492902,"Wren Boys",2018-01-19,18,0.6,8,3,18,Drama
492970,"Elton John: I'm Still Standing - A Grammy Salute",2018-04-10,99,1.282,8,2,99,Documentary
492994,"The Cleaners",2018-01-19,99,5.606,7.4,21,99,Documentary
492998,Puzzle,2018-07-27,18,6.778,6.7,49,18,Drama
493001,"King in the Wilderness",2018-01-22,99,3.847,6.6,9,99,Documentary
493003,"A Boy. A Girl. A Dream",2018-01-22,10749,4.523,7.1,6,10749,Romance
493006,"Detective Conan Zero the Enforcer",2018-12-31,28,5.814,5.2,59,28,Action
493014,"Generation Wealth",2018-01-18,99,4.976,7.1,31,99,Documentary
493016,"Genesis 2.0",2018-01-20,99,5.997,7,6,99,Documentary
493017,"A Polar Year",2018-01-21,99,2.009,6.8,7,99,Documentary
493058,"Banana Split",2018-09-22,35,1.029,0,1,35,Comedy
493062,"Good Girls Get High",2018-09-22,35,2.046,0,0,35,Comedy
493089,"Chef Flynn",2018-01-23,99,2.984,6.3,3,99,Documentary
493092,"Bad Reputation",2018-09-28,99,5.264,6.4,7,99,Documentary
493099,RBG,2018-05-04,99,10.417,7.8,145,99,Documentary
493100,"Robin Williams: Come Inside My Mind",2018-01-19,35,8.947,8.1,78,35,Comedy
493101,"Studio 54",2018-10-05,99,7.098,6.6,27,99,Documentary
493106,"Matangi / Maya / M.I.A.",2018-01-21,99,7.967,8,20,99,Documentary
493110,"The Oslo Diaries",2018-01-21,99,4.367,8.3,8,99,Documentary
493114,"This Is Home: A Refugee Story",2018-01-20,99,2.029,7,1,99,Documentary
493121,"Science Fair",2018-09-14,99,4.095,7.2,9,99,Documentary
493201,"Todd Glass: Act Happy",2018-01-23,35,4.036,5.3,8,35,Comedy
493551,"Operation Finale",2018-08-29,18,11.933,6.7,338,18,Drama
493620,Aiyaary,2018-02-16,28,3.963,5.5,25,28,Action
493641,"Bad Lesbian",2018-07-01,35,0.6,0,0,35,Comedy
493675,Profile,2018-03-11,53,1.243,8,2,53,Thriller
493678,"Strawberry Flavored Plastic",2018-01-23,80,1.814,4,1,80,Crime
493686,"Eruption: LA",2018-01-30,28,4.442,4.5,10,28,Action
493725,"Being Black Enough",2018-02-16,35,0.656,0,0,35,Comedy
493727,"All I Want",2018-04-13,35,0.6,0,0,35,Comedy
493762,"Love on the Slopes",2018-01-06,10749,6.041,6.3,30,10749,Romance
493905,"Fake Tattoos",2018-01-21,10749,1.899,6.3,10,10749,Romance
493919,"Akicita: The Battle of Standing Rock",2018-01-23,99,0.6,0,0,99,Documentary
493922,Hereditary,2018-06-08,27,24.879,7,3138,27,Horror
494031,"The Second Coming of Christ",2018-03-06,0,2.032,1,1,0,
494113,Infected,2018-12-31,53,1.673,7.9,4,53,Thriller
494114,"Missing Episode",2018-01-13,0,0.6,0,0,0,
494320,"The Clones",2018-01-27,36,0.6,10,1,36,History
494407,"Pokémon the Movie: The Power of Us",2018-07-31,12,7.798,6.8,42,12,Adventure
494466,"Last Scene Alive: An Aurora Teagarden Mystery",2018-01-07,9648,4.671,7.1,16,9648,Mystery
494467,"Past Malice: An Emma Fielding Mystery",2018-01-14,9648,3.663,6,13,9648,Mystery
494529,BOILK,2018-01-24,53,1.448,0,0,53,Thriller
494632,"Making Fun: The Story of Funko",2018-01-22,99,7.118,6.6,27,99,Documentary
494796,Maynard,2018-04-10,99,0.6,7,1,99,Documentary
494963,"Winter's Dream",2018-01-27,10749,4.644,5.9,11,10749,Romance
495002,"Waco: Madman or Messiah",2018-01-28,99,2.995,8,3,99,Documentary
495029,"Jesus Christ Superstar Live in Concert",2018-04-01,10402,6.974,7.4,17,10402,Music
495031,Demon,2018-12-19,27,2.412,0,0,27,Horror
495045,"Fail State",2018-10-19,99,0.6,0,1,99,Documentary
495048,"Triumph: the Untold Story of Perry Wallace",2018-03-23,99,0.6,4,1,99,Documentary
495177,Trauma,2018-01-05,36,0.6,0,0,36,History
495193,Benji,2018-03-02,10751,9.903,7,154,10751,Family
